"","name","ID","infected_vs_control_p.val","infected_vs_control_p.adj","significant","infected_vs_control_significant","infected_vs_control_ratio","control_centered","infected_centered"
"810","tr|G1T671|G1T671_RABIT","tr|G1T671|G1T671_RABIT",0.914541092828597,0.939,FALSE,FALSE,0.0353,-0.0177,0.0177
"811","tr|G1T6C1|G1T6C1_RABIT","tr|G1T6C1|G1T6C1_RABIT",0.276685715806763,0.902,FALSE,FALSE,0.952,-0.476,0.476
"812","tr|G1T6D1|G1T6D1_RABIT","tr|G1T6D1|G1T6D1_RABIT",0.0551952136509817,0.812,FALSE,FALSE,0.781,-0.391,0.391
"813","tr|G1T6I6|G1T6I6_RABIT","tr|G1T6I6|G1T6I6_RABIT",0.252952107931134,0.899,FALSE,FALSE,-0.315,0.158,-0.158
"814","tr|G1T6W7|G1T6W7_RABIT","tr|G1T6W7|G1T6W7_RABIT",0.165935193293211,0.881,FALSE,FALSE,0.653,-0.326,0.326
"815","tr|G1T6X7|G1T6X7_RABIT","tr|G1T6X7|G1T6X7_RABIT",0.299381978187338,0.905,FALSE,FALSE,-0.394,0.197,-0.197
"816","tr|G1T704|G1T704_RABIT","tr|G1T704|G1T704_RABIT",0.0081743093893116,0.547,FALSE,FALSE,1.01,-0.504,0.504
"817","tr|G1T705|G1T705_RABIT","tr|G1T705|G1T705_RABIT",0.00533729106901947,0.454,FALSE,FALSE,-1.66,0.829,-0.829
"818","tr|G1T720|G1T720_RABIT","tr|G1T720|G1T720_RABIT",0.0605486680182563,0.819,FALSE,FALSE,-3.04,1.52,-1.52
"819","tr|G1T726|G1T726_RABIT","tr|G1T726|G1T726_RABIT",0.613808637368204,0.928,FALSE,FALSE,-0.152,0.076,-0.076
"820","tr|G1T756|G1T756_RABIT","tr|G1T756|G1T756_RABIT",0.513495054478275,0.923,FALSE,FALSE,-0.32,0.16,-0.16
"821","tr|G1T782|G1T782_RABIT","tr|G1T782|G1T782_RABIT",0.738148827202108,0.933,FALSE,FALSE,0.108,-0.054,0.054
"822","tr|G1T784|G1T784_RABIT","tr|G1T784|G1T784_RABIT",0.022431758722755,0.717,FALSE,FALSE,-0.867,0.433,-0.433
"823","tr|G1T7G3|G1T7G3_RABIT","tr|G1T7G3|G1T7G3_RABIT",0.518810111434945,0.923,FALSE,FALSE,0.512,-0.256,0.256
"824","tr|G1T7I4|G1T7I4_RABIT","tr|G1T7I4|G1T7I4_RABIT",0.00156422709902491,0.208,FALSE,FALSE,3.4,-1.7,1.7
"825","tr|G1T7P3|G1T7P3_RABIT","tr|G1T7P3|G1T7P3_RABIT",0.170757220941269,0.882,FALSE,FALSE,3.02,-1.51,1.51
"826","tr|G1T7Q5|G1T7Q5_RABIT","tr|G1T7Q5|G1T7Q5_RABIT",0.629176977317838,0.929,FALSE,FALSE,-0.231,0.116,-0.116
"827","tr|G1T7S1|G1T7S1_RABIT","tr|G1T7S1|G1T7S1_RABIT",0.206830453059245,0.89,FALSE,FALSE,0.43,-0.215,0.215
"828","tr|G1T7V5|G1T7V5_RABIT","tr|G1T7V5|G1T7V5_RABIT",0.54724087086331,0.924,FALSE,FALSE,0.488,-0.244,0.244
"829","tr|G1T7W7|G1T7W7_RABIT","tr|G1T7W7|G1T7W7_RABIT",0.570019825798196,0.926,FALSE,FALSE,0.218,-0.109,0.109
"830","tr|G1T7Z0|G1T7Z0_RABIT","tr|G1T7Z0|G1T7Z0_RABIT",0.366961845323777,0.912,FALSE,FALSE,-0.274,0.137,-0.137
"831","tr|G1T7Z6|G1T7Z6_RABIT","tr|G1T7Z6|G1T7Z6_RABIT",0.228375134796751,0.894,FALSE,FALSE,0.344,-0.172,0.172
"832","tr|G1T813|G1T813_RABIT","tr|G1T813|G1T813_RABIT",0.102237540194411,0.855,FALSE,FALSE,-0.749,0.375,-0.375
"833","tr|G1T845|G1T845_RABIT","tr|G1T845|G1T845_RABIT",0.170958946923414,0.882,FALSE,FALSE,-0.604,0.302,-0.302
"834","tr|G1T849|G1T849_RABIT","tr|G1T849|G1T849_RABIT",0.0200610777152329,0.702,FALSE,FALSE,-1.34,0.671,-0.671
"835","tr|G1T8B6|G1T8B6_RABIT","tr|G1T8B6|G1T8B6_RABIT",0.0172032680297835,0.68,FALSE,FALSE,1.02,-0.509,0.509
"836","tr|G1T8F7|G1T8F7_RABIT","tr|G1T8F7|G1T8F7_RABIT",0.65310069261366,0.93,FALSE,FALSE,-0.184,0.0922,-0.0922
"837","tr|G1T8H3|G1T8H3_RABIT","tr|G1T8H3|G1T8H3_RABIT",0.00780533213439035,0.538,FALSE,FALSE,1.3,-0.652,0.652
"838","tr|G1T8M9|G1T8M9_RABIT","tr|G1T8M9|G1T8M9_RABIT",0.00867672059049677,0.559,FALSE,FALSE,1.9,-0.95,0.95
"839","tr|G1T8R1|G1T8R1_RABIT","tr|G1T8R1|G1T8R1_RABIT",0.927186582096155,0.939,FALSE,FALSE,-0.0261,0.0131,-0.0131
"840","tr|G1T8S4|G1T8S4_RABIT","tr|G1T8S4|G1T8S4_RABIT",0.199924465646673,0.889,FALSE,FALSE,0.405,-0.203,0.203
"841","tr|G1T8T7|G1T8T7_RABIT","tr|G1T8T7|G1T8T7_RABIT",0.653379402575798,0.93,FALSE,FALSE,0.264,-0.132,0.132
"842","tr|G1T8Y0|G1T8Y0_RABIT","tr|G1T8Y0|G1T8Y0_RABIT",0.638618424249749,0.929,FALSE,FALSE,-0.166,0.0831,-0.0831
"843","tr|G1T8Z0|G1T8Z0_RABIT","tr|G1T8Z0|G1T8Z0_RABIT",0.113387879868479,0.861,FALSE,FALSE,0.814,-0.407,0.407
"844","tr|G1T918|G1T918_RABIT","tr|G1T918|G1T918_RABIT",0.039309264279722,0.781,FALSE,FALSE,1.98,-0.988,0.988
"845","tr|G1T932|G1T932_RABIT","tr|G1T932|G1T932_RABIT",0.65016798856034,0.929,FALSE,FALSE,-0.235,0.117,-0.117
"846","tr|G1T960|G1T960_RABIT","tr|G1T960|G1T960_RABIT",0.725486895596704,0.933,FALSE,FALSE,0.21,-0.105,0.105
"847","tr|G1T970|G1T970_RABIT","tr|G1T970|G1T970_RABIT",0.31109364717251,0.906,FALSE,FALSE,0.308,-0.154,0.154
"848","tr|G1T974|G1T974_RABIT","tr|G1T974|G1T974_RABIT",0.120879040579899,0.864,FALSE,FALSE,1.82,-0.91,0.91
"849","tr|G1T9A9|G1T9A9_RABIT","tr|G1T9A9|G1T9A9_RABIT",0.577515577114073,0.926,FALSE,FALSE,-0.221,0.11,-0.11
"850","tr|G1T9H0|G1T9H0_RABIT","tr|G1T9H0|G1T9H0_RABIT",0.00667590725503858,0.504,FALSE,FALSE,1.11,-0.556,0.556
"851","tr|G1T9M9|G1T9M9_RABIT","tr|G1T9M9|G1T9M9_RABIT",0.238606706921889,0.896,FALSE,FALSE,0.405,-0.202,0.202
"852","tr|G1T9P2|G1T9P2_RABIT","tr|G1T9P2|G1T9P2_RABIT",0.520997401900232,0.923,FALSE,FALSE,-0.231,0.116,-0.116
"853","tr|G1T9S4|G1T9S4_RABIT","tr|G1T9S4|G1T9S4_RABIT",0.00698627619851202,0.514,FALSE,FALSE,2.36,-1.18,1.18
"854","tr|G1T9T6|G1T9T6_RABIT","tr|G1T9T6|G1T9T6_RABIT",0.436028069369189,0.918,FALSE,FALSE,0.857,-0.428,0.428
"855","tr|G1T9U7|G1T9U7_RABIT","tr|G1T9U7|G1T9U7_RABIT",0.938395727038499,0.94,FALSE,FALSE,-0.0392,0.0196,-0.0196
"856","tr|G1T9V1|G1T9V1_RABIT","tr|G1T9V1|G1T9V1_RABIT",0.0762909438534425,0.836,FALSE,FALSE,-0.774,0.387,-0.387
"857","tr|G1TA11|G1TA11_RABIT","tr|G1TA11|G1TA11_RABIT",0.00124910022371637,0.174,FALSE,FALSE,3.39,-1.69,1.69
"858","tr|G1TA30|G1TA30_RABIT","tr|G1TA30|G1TA30_RABIT",0.440992295891576,0.918,FALSE,FALSE,0.221,-0.11,0.11
"859","tr|G1TA47|G1TA47_RABIT","tr|G1TA47|G1TA47_RABIT",0.0702116723783557,0.83,FALSE,FALSE,-0.622,0.311,-0.311
"860","tr|G1TA53|G1TA53_RABIT","tr|G1TA53|G1TA53_RABIT",0.185072255252446,0.886,FALSE,FALSE,-0.58,0.29,-0.29
"861","tr|G1TA83|G1TA83_RABIT","tr|G1TA83|G1TA83_RABIT",0.0194868485781773,0.698,FALSE,FALSE,-1.19,0.597,-0.597
"862","tr|G1TAE0|G1TAE0_RABIT","tr|G1TAE0|G1TAE0_RABIT",0.40174285870122,0.915,FALSE,FALSE,-0.337,0.169,-0.169
"863","tr|G1TAE2|G1TAE2_RABIT","tr|G1TAE2|G1TAE2_RABIT",0.220728286064816,0.893,FALSE,FALSE,0.728,-0.364,0.364
"864","tr|G1TAF8|G1TAF8_RABIT","tr|G1TAF8|G1TAF8_RABIT",0.00151610315686847,0.203,FALSE,FALSE,-2.18,1.09,-1.09
"865","tr|G1TAH7|G1TAH7_RABIT","tr|G1TAH7|G1TAH7_RABIT",0.0627906022899657,0.822,FALSE,FALSE,-0.646,0.323,-0.323
"866","tr|G1TAN9|G1TAN9_RABIT","tr|G1TAN9|G1TAN9_RABIT",0.0815882841136553,0.841,FALSE,FALSE,-0.59,0.295,-0.295
"867","tr|G1TAW7|G1TAW7_RABIT","tr|G1TAW7|G1TAW7_RABIT",0.613185273967269,0.928,FALSE,FALSE,0.189,-0.0945,0.0945
"868","tr|G1TAY8|G1TAY8_RABIT","tr|G1TAY8|G1TAY8_RABIT",0.466023530180883,0.92,FALSE,FALSE,-0.349,0.175,-0.175
"869","tr|G1TB49|G1TB49_RABIT","tr|G1TB49|G1TB49_RABIT",0.103311799219495,0.856,FALSE,FALSE,0.656,-0.328,0.328
"870","tr|G1TB64|G1TB64_RABIT","tr|G1TB64|G1TB64_RABIT",0.0587297566262103,0.817,FALSE,FALSE,1.96,-0.982,0.982
"871","tr|G1TBC1|G1TBC1_RABIT","tr|G1TBC1|G1TBC1_RABIT",0.103973077541306,0.856,FALSE,FALSE,-0.557,0.278,-0.278
"872","tr|G1TBH2|G1TBH2_RABIT","tr|G1TBH2|G1TBH2_RABIT",0.09086142851415,0.848,FALSE,FALSE,0.563,-0.282,0.282
"873","tr|G1TBL1|G1TBL1_RABIT","tr|G1TBL1|G1TBL1_RABIT",0.0728341891453704,0.833,FALSE,FALSE,0.989,-0.494,0.494
"874","tr|G1TBS1|G1TBS1_RABIT","tr|G1TBS1|G1TBS1_RABIT",0.543910643885324,0.924,FALSE,FALSE,-0.285,0.142,-0.142
"875","tr|G1TBU9|G1TBU9_RABIT","tr|G1TBU9|G1TBU9_RABIT",0.0437807481515304,0.792,FALSE,FALSE,-0.625,0.313,-0.313
"876","tr|G1TC07|G1TC07_RABIT","tr|G1TC07|G1TC07_RABIT",0.410778833560126,0.916,FALSE,FALSE,-0.392,0.196,-0.196
"877","tr|G1TC19|G1TC19_RABIT","tr|G1TC19|G1TC19_RABIT",0.96835060705238,0.94,FALSE,FALSE,0.0134,-0.00669,0.00669
"878","tr|G1TCC2|G1TCC2_RABIT","tr|G1TCC2|G1TCC2_RABIT",0.963642593980805,0.94,FALSE,FALSE,-0.016,0.00798,-0.00798
"879","tr|G1TCE2|G1TCE2_RABIT","tr|G1TCE2|G1TCE2_RABIT",0.000639357360294927,0.0952,FALSE,FALSE,-3.2,1.6,-1.6
"880","tr|G1TCG5|G1TCG5_RABIT","tr|G1TCG5|G1TCG5_RABIT",0.372510865721991,0.912,FALSE,FALSE,0.277,-0.138,0.138
"881","tr|G1TCK9|G1TCK9_RABIT","tr|G1TCK9|G1TCK9_RABIT",0.57230919810987,0.926,FALSE,FALSE,-0.227,0.114,-0.114
"882","tr|G1TCQ2|G1TCQ2_RABIT","tr|G1TCQ2|G1TCQ2_RABIT",0.343743203397677,0.91,FALSE,FALSE,1.86,-0.929,0.929
"883","tr|G1TCQ4|G1TCQ4_RABIT","tr|G1TCQ4|G1TCQ4_RABIT",0.7025119569277,0.932,FALSE,FALSE,-0.121,0.0606,-0.0606
"884","tr|G1TCW1|G1TCW1_RABIT","tr|G1TCW1|G1TCW1_RABIT",0.0494023332102375,0.802,FALSE,FALSE,-1.42,0.709,-0.709
"885","tr|G1TCZ8|G1TCZ8_RABIT","tr|G1TCZ8|G1TCZ8_RABIT",0.293338215660036,0.904,FALSE,FALSE,0.6,-0.3,0.3
"886","tr|G1TD31|G1TD31_RABIT","tr|G1TD31|G1TD31_RABIT",0.0393346016588103,0.781,FALSE,FALSE,-2.25,1.12,-1.12
"887","tr|G1TD51|G1TD51_RABIT","tr|G1TD51|G1TD51_RABIT",0.171200794695228,0.882,FALSE,FALSE,-0.448,0.224,-0.224
"888","tr|G1TD61|G1TD61_RABIT","tr|G1TD61|G1TD61_RABIT",0.120655212513656,0.864,FALSE,FALSE,-1.37,0.685,-0.685
"889","tr|G1TD62|G1TD62_RABIT","tr|G1TD62|G1TD62_RABIT",0.605233642523169,0.927,FALSE,FALSE,-0.158,0.0792,-0.0792
"890","tr|G1TDA7|G1TDA7_RABIT","tr|G1TDA7|G1TDA7_RABIT",0.0825696573666013,0.842,FALSE,FALSE,1.02,-0.511,0.511
"891","tr|G1TDB3|G1TDB3_RABIT","tr|G1TDB3|G1TDB3_RABIT",0.134556717730295,0.87,FALSE,FALSE,0.55,-0.275,0.275
"892","tr|G1TDC3|G1TDC3_RABIT","tr|G1TDC3|G1TDC3_RABIT",0.0132681274977109,0.638,FALSE,FALSE,-0.825,0.413,-0.413
"893","tr|G1TDI0|G1TDI0_RABIT","tr|G1TDI0|G1TDI0_RABIT",0.767646064606474,0.934,FALSE,FALSE,-0.101,0.0503,-0.0503
"894","tr|G1TDR0|G1TDR0_RABIT","tr|G1TDR0|G1TDR0_RABIT",0.0387093644687811,0.78,FALSE,FALSE,-1.87,0.934,-0.934
"895","tr|G1TDS8|G1TDS8_RABIT","tr|G1TDS8|G1TDS8_RABIT",0.0116725904054267,0.616,FALSE,FALSE,-2.31,1.15,-1.15
"896","tr|G1TDT6|G1TDT6_RABIT","tr|G1TDT6|G1TDT6_RABIT",0.295850281451838,0.904,FALSE,FALSE,0.748,-0.374,0.374
"897","tr|G1TDU0|G1TDU0_RABIT","tr|G1TDU0|G1TDU0_RABIT",0.00895640381014649,0.566,FALSE,FALSE,1.67,-0.834,0.834
"898","tr|G1TE13|G1TE13_RABIT","tr|G1TE13|G1TE13_RABIT",0.165333883078268,0.88,FALSE,FALSE,-0.601,0.301,-0.301
"899","tr|G1TE35|G1TE35_RABIT","tr|G1TE35|G1TE35_RABIT",0.384401820022865,0.913,FALSE,FALSE,0.267,-0.133,0.133
"900","tr|G1TE41|G1TE41_RABIT","tr|G1TE41|G1TE41_RABIT",0.844649544727965,0.937,FALSE,FALSE,0.0747,-0.0374,0.0374
"901","tr|G1TE64|G1TE64_RABIT","tr|G1TE64|G1TE64_RABIT",0.127678736776421,0.867,FALSE,FALSE,2.13,-1.07,1.07
"902","tr|G1TE88|G1TE88_RABIT","tr|G1TE88|G1TE88_RABIT",0.0101729523148441,0.59,FALSE,FALSE,1.1,-0.55,0.55
"903","tr|G1TED6|G1TED6_RABIT","tr|G1TED6|G1TED6_RABIT",0.000608307403467007,0.0902,FALSE,FALSE,-2.35,1.18,-1.18
"904","tr|G1TEG1|G1TEG1_RABIT","tr|G1TEG1|G1TEG1_RABIT",0.795486934941601,0.935,FALSE,FALSE,0.119,-0.0595,0.0595
"905","tr|G1TEG4|G1TEG4_RABIT","tr|G1TEG4|G1TEG4_RABIT",0.0408159396136967,0.785,FALSE,FALSE,-1.87,0.936,-0.936
"906","tr|G1TEG8|G1TEG8_RABIT","tr|G1TEG8|G1TEG8_RABIT",0.00358482251915063,0.361,FALSE,FALSE,2.83,-1.42,1.42
"907","tr|G1TEM7|G1TEM7_RABIT","tr|G1TEM7|G1TEM7_RABIT",0.0140902533600585,0.648,FALSE,FALSE,-0.956,0.478,-0.478
"908","tr|G1TEQ1|G1TEQ1_RABIT","tr|G1TEQ1|G1TEQ1_RABIT",0.0987064639370497,0.853,FALSE,FALSE,-2.42,1.21,-1.21
"909","tr|G1TER3|G1TER3_RABIT","tr|G1TER3|G1TER3_RABIT",0.422886749119316,0.917,FALSE,FALSE,-0.573,0.286,-0.286
"910","tr|G1TES6|G1TES6_RABIT","tr|G1TES6|G1TES6_RABIT",0.82785512631119,0.936,FALSE,FALSE,-0.0679,0.034,-0.034
"911","tr|G1TET2|G1TET2_RABIT","tr|G1TET2|G1TET2_RABIT",0.226747533464093,0.894,FALSE,FALSE,0.536,-0.268,0.268
"912","tr|G1TEV5|G1TEV5_RABIT","tr|G1TEV5|G1TEV5_RABIT",0.202067991390362,0.889,FALSE,FALSE,-0.497,0.248,-0.248
"913","tr|G1TF44|G1TF44_RABIT","tr|G1TF44|G1TF44_RABIT",0.0333532354878301,0.764,FALSE,FALSE,1.27,-0.637,0.637
"914","tr|G1TF82|G1TF82_RABIT","tr|G1TF82|G1TF82_RABIT",0.1047465517551,0.856,FALSE,FALSE,-0.799,0.4,-0.4
"915","tr|G1TFC9|G1TFC9_RABIT","tr|G1TFC9|G1TFC9_RABIT",0.0784497162503104,0.838,FALSE,FALSE,1.13,-0.566,0.566
"916","tr|G1TFE0|G1TFE0_RABIT","tr|G1TFE0|G1TFE0_RABIT",0.0810367409951626,0.84,FALSE,FALSE,0.592,-0.296,0.296
"917","tr|G1TFL3|G1TFL3_RABIT","tr|G1TFL3|G1TFL3_RABIT",0.0528406785358129,0.808,FALSE,FALSE,0.782,-0.391,0.391
"918","tr|G1TFU9|G1TFU9_RABIT","tr|G1TFU9|G1TFU9_RABIT",0.189060617693728,0.886,FALSE,FALSE,0.729,-0.364,0.364
"919","tr|G1TFW8|G1TFW8_RABIT","tr|G1TFW8|G1TFW8_RABIT",0.065283891710329,0.825,FALSE,FALSE,1.1,-0.548,0.548
"920","tr|G1TG89|G1TG89_RABIT","tr|G1TG89|G1TG89_RABIT",0.0115975191815872,0.615,FALSE,FALSE,-0.901,0.451,-0.451
"921","tr|G1TGB5|G1TGB5_RABIT","tr|G1TGB5|G1TGB5_RABIT",0.00636232095377459,0.494,FALSE,FALSE,2.38,-1.19,1.19
"922","tr|G1TGH4|G1TGH4_RABIT","tr|G1TGH4|G1TGH4_RABIT",0.00203171966425669,0.247,FALSE,FALSE,-2.75,1.37,-1.37
"923","tr|G1TGK9|G1TGK9_RABIT","tr|G1TGK9|G1TGK9_RABIT",0.28224631994476,0.903,FALSE,FALSE,-0.391,0.195,-0.195
"924","tr|G1TGN3|G1TGN3_RABIT","tr|G1TGN3|G1TGN3_RABIT",0.15774219539295,0.878,FALSE,FALSE,-0.442,0.221,-0.221
"925","tr|G1TGQ1|G1TGQ1_RABIT","tr|G1TGQ1|G1TGQ1_RABIT",0.323587730039399,0.908,FALSE,FALSE,-0.441,0.22,-0.22
"926","tr|G1TGT5|G1TGT5_RABIT","tr|G1TGT5|G1TGT5_RABIT",0.117427114928815,0.863,FALSE,FALSE,-1.06,0.528,-0.528
"927","tr|G1TH09|G1TH09_RABIT","tr|G1TH09|G1TH09_RABIT",0.101638952224036,0.855,FALSE,FALSE,1.63,-0.815,0.815
"928","tr|G1TH33|G1TH33_RABIT","tr|G1TH33|G1TH33_RABIT",0.639814707200853,0.929,FALSE,FALSE,0.137,-0.0687,0.0687
"929","tr|G1THL2|G1THL2_RABIT","tr|G1THL2|G1THL2_RABIT",0.0493473367004673,0.802,FALSE,FALSE,1.35,-0.675,0.675
"930","tr|G1THQ5|G1THQ5_RABIT","tr|G1THQ5|G1THQ5_RABIT",0.607152035042129,0.928,FALSE,FALSE,0.182,-0.0909,0.0909
"931","tr|G1THZ6|G1THZ6_RABIT","tr|G1THZ6|G1THZ6_RABIT",0.000889476637961306,0.132,FALSE,FALSE,-2.75,1.38,-1.38
"932","tr|G1TI26|G1TI26_RABIT","tr|G1TI26|G1TI26_RABIT",0.79985311749959,0.935,FALSE,FALSE,0.139,-0.0694,0.0694
"933","tr|G1TI39|G1TI39_RABIT","tr|G1TI39|G1TI39_RABIT",0.047529629523615,0.799,FALSE,FALSE,-0.662,0.331,-0.331
"934","tr|G1TIC9|G1TIC9_RABIT","tr|G1TIC9|G1TIC9_RABIT",0.752485583783387,0.934,FALSE,FALSE,0.105,-0.0523,0.0523
"935","tr|G1TIG2|G1TIG2_RABIT","tr|G1TIG2|G1TIG2_RABIT",0.0702329010809164,0.83,FALSE,FALSE,-0.9,0.45,-0.45
"936","tr|G1TIH6|G1TIH6_RABIT","tr|G1TIH6|G1TIH6_RABIT",0.155208237305897,0.877,FALSE,FALSE,1.7,-0.848,0.848
"937","tr|G1TIR9|G1TIR9_RABIT","tr|G1TIR9|G1TIR9_RABIT",0.464946942527747,0.92,FALSE,FALSE,-0.246,0.123,-0.123
"938","tr|G1TIW6|G1TIW6_RABIT","tr|G1TIW6|G1TIW6_RABIT",0.228772108866451,0.895,FALSE,FALSE,0.489,-0.245,0.245
"939","tr|G1TJ15|G1TJ15_RABIT","tr|G1TJ15|G1TJ15_RABIT",0.712624893299859,0.932,FALSE,FALSE,0.123,-0.0617,0.0617
"940","tr|G1TJ79|G1TJ79_RABIT","tr|G1TJ79|G1TJ79_RABIT",0.604473633458794,0.927,FALSE,FALSE,0.164,-0.082,0.082
"941","tr|G1TJG6|G1TJG6_RABIT","tr|G1TJG6|G1TJG6_RABIT",0.466934864994184,0.92,FALSE,FALSE,0.266,-0.133,0.133
"942","tr|G1TJN0|G1TJN0_RABIT","tr|G1TJN0|G1TJN0_RABIT",0.519258590950074,0.923,FALSE,FALSE,0.346,-0.173,0.173
"943","tr|G1TJN8|G1TJN8_RABIT","tr|G1TJN8|G1TJN8_RABIT",0.641266546986066,0.929,FALSE,FALSE,0.114,-0.0572,0.0572
"944","tr|G1TJP8|G1TJP8_RABIT","tr|G1TJP8|G1TJP8_RABIT",0.0696232136687072,0.83,FALSE,FALSE,-0.976,0.488,-0.488
"945","tr|G1TJW1|G1TJW1_RABIT","tr|G1TJW1|G1TJW1_RABIT",0.265995428801615,0.9,FALSE,FALSE,-0.326,0.163,-0.163
"946","tr|G1TK15|G1TK15_RABIT","tr|G1TK15|G1TK15_RABIT",0.0437977828241638,0.792,FALSE,FALSE,1.28,-0.642,0.642
"947","tr|G1TK30|G1TK30_RABIT","tr|G1TK30|G1TK30_RABIT",0.0141625785026206,0.649,FALSE,FALSE,-0.873,0.437,-0.437
"948","tr|G1TK85|G1TK85_RABIT","tr|G1TK85|G1TK85_RABIT",0.0177594948610331,0.685,FALSE,FALSE,-2.91,1.45,-1.45
"949","tr|G1TKC4|G1TKC4_RABIT","tr|G1TKC4|G1TKC4_RABIT",0.76889238788395,0.934,FALSE,FALSE,0.0856,-0.0428,0.0428
"950","tr|G1TKE8|G1TKE8_RABIT","tr|G1TKE8|G1TKE8_RABIT",0.345455025301338,0.91,FALSE,FALSE,0.517,-0.258,0.258
"951","tr|G1TKG2|G1TKG2_RABIT","tr|G1TKG2|G1TKG2_RABIT",0.819661263283747,0.936,FALSE,FALSE,0.084,-0.042,0.042
"952","tr|G1TKL2|G1TKL2_RABIT","tr|G1TKL2|G1TKL2_RABIT",0.0160289593202203,0.669,FALSE,FALSE,-1.18,0.591,-0.591
"953","tr|G1TKN4|G1TKN4_RABIT","tr|G1TKN4|G1TKN4_RABIT",0.041419159598897,0.786,FALSE,FALSE,1.09,-0.547,0.547
"954","tr|G1TKT9|G1TKT9_RABIT","tr|G1TKT9|G1TKT9_RABIT",0.2823412952848,0.903,FALSE,FALSE,-0.434,0.217,-0.217
"955","tr|G1TL06|G1TL06_RABIT","tr|G1TL06|G1TL06_RABIT",0.47601858301983,0.92,FALSE,FALSE,-0.341,0.17,-0.17
"956","tr|G1TLA5|G1TLA5_RABIT","tr|G1TLA5|G1TLA5_RABIT",0.425049871406864,0.917,FALSE,FALSE,-0.263,0.132,-0.132
"957","tr|G1TLE8|G1TLE8_RABIT","tr|G1TLE8|G1TLE8_RABIT",0.254608768790528,0.899,FALSE,FALSE,-0.533,0.266,-0.266
"958","tr|G1TLK9|G1TLK9_RABIT","tr|G1TLK9|G1TLK9_RABIT",0.822883409513611,0.936,FALSE,FALSE,0.0636,-0.0318,0.0318
"959","tr|G1TLT8|G1TLT8_RABIT","tr|G1TLT8|G1TLT8_RABIT",0.0913368468041511,0.848,FALSE,FALSE,0.541,-0.271,0.271
"960","tr|G1TM00|G1TM00_RABIT","tr|G1TM00|G1TM00_RABIT",0.39012169265468,0.914,FALSE,FALSE,-0.25,0.125,-0.125
"961","tr|G1TM22|G1TM22_RABIT","tr|G1TM22|G1TM22_RABIT",0.209624881974333,0.891,FALSE,FALSE,0.76,-0.38,0.38
"962","tr|G1TM55|G1TM55_RABIT","tr|G1TM55|G1TM55_RABIT",0.796558953320435,0.935,FALSE,FALSE,-0.128,0.064,-0.064
"963","tr|G1TM60|G1TM60_RABIT","tr|G1TM60|G1TM60_RABIT",0.541797014154897,0.924,FALSE,FALSE,0.285,-0.143,0.143
"964","tr|G1TMC5|G1TMC5_RABIT","tr|G1TMC5|G1TMC5_RABIT",0.206925989145986,0.89,FALSE,FALSE,2.39,-1.2,1.2
"965","tr|G1TMF8|G1TMF8_RABIT","tr|G1TMF8|G1TMF8_RABIT",0.0412512026822807,0.786,FALSE,FALSE,-1.51,0.753,-0.753
"966","tr|G1TMZ2|G1TMZ2_RABIT","tr|G1TMZ2|G1TMZ2_RABIT",0.786106696665642,0.935,FALSE,FALSE,-0.0842,0.0421,-0.0421
"967","tr|G1TMZ7|G1TMZ7_RABIT","tr|G1TMZ7|G1TMZ7_RABIT",0.0287359672391879,0.748,FALSE,FALSE,0.964,-0.482,0.482
"968","tr|G1TN19|G1TN19_RABIT","tr|G1TN19|G1TN19_RABIT",0.324769967455512,0.908,FALSE,FALSE,0.297,-0.148,0.148
"969","tr|G1TN62|G1TN62_RABIT","tr|G1TN62|G1TN62_RABIT",0.217320715461792,0.892,FALSE,FALSE,1.52,-0.759,0.759
"970","tr|G1TNI4|G1TNI4_RABIT","tr|G1TNI4|G1TNI4_RABIT",0.0134139275924463,0.64,FALSE,FALSE,3.93,-1.97,1.97
"971","tr|G1TNL3|G1TNL3_RABIT","tr|G1TNL3|G1TNL3_RABIT",0.744406215787037,0.933,FALSE,FALSE,-0.081,0.0405,-0.0405
"972","tr|G1TNM3|G1TNM3_RABIT","tr|G1TNM3|G1TNM3_RABIT",0.497685829115721,0.922,FALSE,FALSE,-0.237,0.119,-0.119
